PROCESS	PATTERN	QUERY	FILTERED_SENTENCE
absorption	<process name> helps to *	absorption helps to *	As Christianity evolved, however, it also absorbed various elements of Greek thought -- and such an absorption helps to explain why Christianity succeeded in...
absorption	<process name> helps to *	absorption helps to *	The impact absorption helps to reduce foot, leg and lower back fatigue.
absorption	<process name> is caused by *	absorption is caused by *	If the gas absorption is caused by star- grazing families of evaporating bodies as in the FEB model (Beust 1994), the pathlength through a...
absorption	<process name> is caused by *	absorption is caused by *	Drude absorption is caused by indirect intraband optical...
absorption	<process name> is caused by *	absorption is caused by *	absorption is caused by discrete, compact clouds.
absorption	<process name> is caused by *	absorption is caused by *	May 12, 2015 ... We assume that all absorption is caused by sC, BrC, hematite, and goethite, and that therefore the host species is non-absorbing (i.e.
absorption	<process name> is caused by *	absorption is caused by *	The absorption is caused by the absorption of the light and conversion to heat by molecules in the glass.
absorption	<process name> is caused by *	absorption is caused by *	back wall, because their sound absorption is caused by a. Helmholtz-type .... absorption is caused by their acoustic flow resistance only.
absorption	<process name> is caused by *	absorption is caused by *	Jan 31, 2014 ... termine how much of the absorption is caused by hydrox- ide contained in organic matter (direct relationship) and how much of the absorption...
absorption	<process name> is caused by *	absorption is caused by *	Most intergalactic absorption is caused by Ly~x absorption...
absorption	<process name> is caused by *	absorption is caused by *	Effective absorption is caused by unavoidable parasitic reflections.
absorption	<process name> is caused by *	absorption is caused by *	results indicate that the excess optieal absorption is caused by trapped elec- trons, while the excess conductivity is a consequence of trapped holes.
absorption	<process name> is caused by *	absorption is caused by *	Sep 12, 2003 ... During the diastolic phase, absorption is caused by venous blood, tissue, bone, and pigments, Whereas during the systolic phase, there is an.
absorption	<process name> is caused by *	absorption is caused by *	In this range the absorption is caused by interaction of the propagating electromagnetic radiation with the magnetic dipole moment of molecular oxygen and the...
absorption	<process name> is caused by *	absorption is caused by *	This absorption is caused by the presence of the -OH atomic bond, that is, the presence of water.
absorption	<process name> is caused by *	absorption is caused by *	plies that the residual absorption is caused by Ti.
absorption	<process name> is caused by *	absorption is caused by *	What percent of HC08- absorption is caused by H+ secretion?
absorption	<process name> is caused by *	absorption is caused by *	of the entire absorption is caused by the activity of the villi.
absorption	<process name> is caused by *	absorption is caused by *	Aug 28, 2014 ... Little effect on sound absorption is caused by humidity for thin layers of the material.
absorption	<process name> is caused by *	absorption is caused by *	Intrinsic absorption is caused by basic fiber-material properties.
absorption	<process name> is caused by *	absorption is caused by *	It indicates that the infrared absorption is caused by defects related to Urbach states from -Si or nanocrystal Si, and these metastable defects disappeared after.
absorption	<process name> is caused by *	absorption is caused by *	This excess absorption is caused by another absorber located along the line of sight to the quasar, which is usually extragalactic.
absorption	<process name> is caused by *	absorption is caused by *	The excess iron absorption is caused by your body trying to compensate for the lack of red blood cells by absorbing more iron to try to make...
absorption	<process name> is caused by *	absorption is caused by *	Eating fishes containing microbial thiaminase, it hydrolytically destroys thiamin Impaired absorption is caused by intestinal diaorders...
absorption	<process name> is caused by *	absorption is caused by *	compressional wave absorption is caused by internal relax- ations, and do not allow for the possibility of internal fric- tion.
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	Sometimes, absorption depends on factors such as im- pinging frequency and size of crystals [32].
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	Absorption depends on factors such as the levels of competing minerals and parathyroid hormone levels.
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	The rate of absorption depends on factors such as the presence of food in the intestine, the particle size of the drug preparation, and the acidity of intestinal...
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	Aug 22, 2003 ... Clearly, one must not lose sight of the fact that oil absorption depends on factors such as oil quality, frying time, oil and food temperature, shape...
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	Apr 21, 2015 ... ... while access largely depends on employment and purchasing power, absorption depends on factors such as hygiene, sanitation and health.
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	Apr 28, 2008 ... absorption depends on factors such as drug potency, the duration of application and whether the skin is thin or damaged.
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	The degree of potential enhancement in light absorption depends on factors such as the position of the soot particle within the coating (Fuller et.
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	to only 30% of the amount in the diet3 and its absorption depends on factors such as gastric acidity, which has been mentioned as an indispensable factor in the...
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	Jul 10, 2015 ... ... shock absorption depends on factors such as time, segment kinematics, tissue compressibility and elasticity, and vision preceding the impact.
absorption	<process name> depends on factors such as *	absorption depends on factors such as *	The rate of absorption depends on factors such as the presence of food in the intestine, the particle size of the drug preparation, and the acidity...
absorption	* is necessary for <process name>	* is necessary for absorption	A stress of arss,app  95.2 MPa is necessary for absorption of the last screw in the pile-up and leading to a twin-like pile-up of GBDs similar to the 3 case.
absorption	* is necessary for <process name>	* is necessary for absorption	Vitamin D is necessary for absorption and maintenance of calcium and phosphorus in bones, and a deficiency of vitamin D can lead to rickets, the softening and...
absorption	* is necessary for <process name>	* is necessary for absorption	Vitamin B12 deficiency caused by a lack of intrinsic factor in gastric (stomach) secretions--intrinsic factor is necessary for absorption of vitamin B12.
absorption	* is necessary for <process name>	* is necessary for absorption	that total hydrolysis is necessary for absorption of fat, has dominated.
absorption	* is necessary for <process name>	* is necessary for absorption	solution, which is necessary for absorption.
absorption	* is necessary for <process name>	* is necessary for absorption	We are still left with the question of how much fat is necessary for absorption of fat-soluble nutrients not dissolved in 3 g fat eaten as a spread, but naturally...
asexual reproduction	<process name> occurs when *	asexual reproduction occurs when *	In garden plants, asexual reproduction occurs when a part of the plant is...
asexual reproduction	<process name> occurs when *	asexual reproduction occurs when *	Asexual reproduction occurs when the Mastigias Papua undergoes budding.
asexual reproduction	<process name> occurs when *	asexual reproduction occurs when *	In garden plants, asexual reproduction occurs when a part of the plant...
asexual reproduction	<process name> occurs when *	asexual reproduction occurs when *	The other means of asexual reproduction occurs when a plantlet or keiki begins to sprout...
asexual reproduction	<process name> occurs when *	asexual reproduction occurs when *	Unlike sexual reproduction, which requires genetic material from two parent organisms in order to create an offspring, asexual reproduction occurs when a...
asexual reproduction	<process name> occurs when *	asexual reproduction occurs when *	Asexual reproduction occurs when a sporangium germinates by releasing zoospores (indirect) or by formation of a germ tube.
asexual reproduction	<process name> occurs when *	asexual reproduction occurs when *	Asexual reproduction occurs when an organism makes a copy of itself without undergoing meiosis and fertilization.
asexual reproduction	<process name> occurs when *	asexual reproduction occurs when *	asexual reproduction, Which form of reproduction produces offspring that are ... budding, Which form of asexual reproduction occurs when the parent cell divides...
asexual reproduction	<process name> occurs when *	asexual reproduction occurs when *	Mar 28, 2015 ... Asexual reproduction occurs when an organism reproduces by itself.
asexual reproduction	<process name> occurs when *	asexual reproduction occurs when *	Asexual reproduction occurs when yeast organisms have ideal environmental conditions,...
asexual reproduction	<process name> occurs when *	asexual reproduction occurs when *	Asexual reproduction occurs when a single plant...
asexual reproduction	<process name> occurs when *	asexual reproduction occurs when *	Structures called spores reproduce the fungus in the form of mycelium or yeast ... Asexual reproduction occurs when a part of an individual regenerates itself into...
asexual reproduction	<process name> is the *	asexual reproduction is the *	mixed sexual and asexual reproduction is the plant Allium vineale (wild garlic).
asexual reproduction	<process name> is the *	asexual reproduction is the *	Asexual reproduction is the formation of an individual from a single parent without the use of sex cells and does not undergo processes such as meoisis.
asexual reproduction	<process name> is the *	asexual reproduction is the *	Another organism that does asexual reproduction is the water flea.
asexual reproduction	<process name> is the *	asexual reproduction is the *	Asexual reproduction is the primary form of reproduction for single-celled organisms such as the archaebacteria, eubacteria, and protists.
asexual reproduction	<process name> is the *	asexual reproduction is the *	Jul 30, 2010 ... Asexual reproduction is the primary form of reproduction for single-celled organisms such the archaea, bacteria, and protists.
asexual reproduction	<process name> is the *	asexual reproduction is the *	Jun 11, 2015 ... Another huge benefit of asexual reproduction is the simple fact that a mate is not necessary.
asexual reproduction	<process name> is the *	asexual reproduction is the *	Asexual reproduction is the most common means of replication by protozoans.
asexual reproduction	<process name> is the *	asexual reproduction is the *	Sep 23, 2014 ... Asexual reproduction is the most ancient mode of reproduction and is observed in representatives of all phyla of modern Metazoa [13].
asexual reproduction	<process name> is the *	asexual reproduction is the *	Jul 26, 2010 ... Another characteristic of asexual reproduction is the tion can be so good as to make these terms inter- absence of recombination among loci.
asexual reproduction	<process name> is the *	asexual reproduction is the *	The evolutionary biologist they interviewed contends that asexual reproduction is the ultimate incest from a genetic point of view (a good point).
asexual reproduction	<process name> is the *	asexual reproduction is the *	In many ways asexual reproduction is the better evolutionary strategy: only one parent is needed and all of their genes are passed on to the...
asexual reproduction	<process name> is the *	asexual reproduction is the *	other hand, asexual reproduction is the biologi- cal process whereby an organism creates a genetic copy of itself without using any foreign genetic material.
asexual reproduction	<process name> is the *	asexual reproduction is the *	Asexual reproduction is the creation of offspring from one parent.
asexual reproduction	<process name> is the *	asexual reproduction is the *	Another characteristic of asexual reproduction is the absence of recombination among loci.
asexual reproduction	<process name> is the *	asexual reproduction is the *	Asexual reproduction is the formation of new individuals from the cell(s) of a single parent.
asexual reproduction	<process name> is the *	asexual reproduction is the *	likely a secondary reproductive mechanism, while asexual reproduction is the basic and the more frequent reproductive mode of the majority of foraminiferal...
asexual reproduction	<process name> is the *	asexual reproduction is the *	Asexual reproduction is the rule, but many reproduce sexually during some part of their life cycle.
asexual reproduction	<process name> is the *	asexual reproduction is the *	Asexual reproduction is the norm among ascomycetes.
asexual reproduction	<process name> is the *	asexual reproduction is the *	plement that asexual reproduction is the more interesting choice due to that it closer to how bacteria reproduce in nature.
asexual reproduction	<process name> is the *	asexual reproduction is the *	where sub sexual or asexual reproduction is the normal).
asexual reproduction	<process name> is the *	asexual reproduction is the *	Sexual reproduction  requires two parents (or two sex cells) What type of asexual reproduction is the picture below?Binary fission What type of...
asexual reproduction	<process name> is the *	asexual reproduction is the *	Asexual reproduction is the production of offspring by virgin birth or by vegetative reproduction: that is, reproduction without sexual fertilization of eggs (see...
asexual reproduction	<process name> is the *	asexual reproduction is the *	Feb 19, 2009 ... ... Red Queen Hypothesis,[4] where the fundamental advantage of sexual reproduction over asexual reproduction is the resistance to parasites.
asexual reproduction	<process name> is the *	asexual reproduction is the *	In many ways asexual reproduction is the better evolutionary strategy: only one parent is needed and all of their genes are passed on to the next generation.
asexual reproduction	<process name> is the process of *	asexual reproduction is the process of *	Asexual reproduction is the process of reproducing cells or organisms without the union of separate individuals.
asexual reproduction	<process name> is the process of *	asexual reproduction is the process of *	Asexual reproduction is the process of one individual organism producing one or more new individuals.
asexual reproduction	<process name> is the process of *	asexual reproduction is the process of *	It is the process by which an individual multiplies in number by producing more ... Asexual Reproduction is the process of multiplication of individuals without the...
asexual reproduction	<process name> is the process of *	asexual reproduction is the process of *	"asexual reproduction to determine how ""lost"" body regions were regenerated after a ... Asexual reproduction is the process of forming two or more offspring from..."
asexual reproduction	<process name> is caused by *	asexual reproduction is caused by *	Asexual reproduction is caused by binary fission, zoosporogenesis, sporogenesis etc.
adaptation	<process name> is the process of * through 	adaptation is the process of * through 	Adaptation is the process of enhancing an existing voiceprint using new data.
adaptation	<process name> is the process of * through 	adaptation is the process of * through 	Ketoadaptation is the process of acclimating to using ketones in place of glucose for the majority of fuel for the brain and central nervous system, and it typically...
adaptation	<process name> is the process of * through 	adaptation is the process of * through 	through delayed updates, deadlocks in shared resources, and failure of .... QoS adaptation is the process of maintenance control, facilitated through alterations...
adaptation	<process name> is the process of * through 	adaptation is the process of * through 	Adaptation is the process of building schema through interaction with the environment.
adaptation	<process name> occurs due to *	adaptation occurs due to *	Oct 29, 2013 ... ... which local transfer of adaptation occurs due to synaptic changes in An external file that holds a picture, illustration, etc.
adaptation	<process name> occurs due to *	adaptation occurs due to *	The proposed error signal for saccade adaptation has been based on ..... adaptation occurs due to some averaging of the target and distractor...
adaptation	<process name> occurs due to *	adaptation occurs due to *	If the adaptation occurs due to work activities, it is called adaptation.
adaptation	<process name> occurs due to *	adaptation occurs due to *	If de-adaptation occurs due to overtraining it is usually too late to effectively reverse the condition of the athlete.
adaptation	<process name> occurs due to *	adaptation occurs due to *	Physical adaptation occurs due to stress, principally to promote an adaptive redirection of energy.
adaptation	<process name> occurs due to *	adaptation occurs due to *	This adaptation occurs due to an explicit client re- quest which can be an...
adaptation	<process name> occurs when *	adaptation occurs when *	Previous research has shown that adaptation occurs when testing is repeated within 48 hours however, adaptation does not tend to occur over...
adaptation	<process name> occurs when *	adaptation occurs when *	Jan 8, 2013 ... Reductive adaptation occurs when nutrition is imbalanced and inadequate for the body's demands.
adaptation	<process name> occurs when *	adaptation occurs when *	in other fields indicates that adaptation occurs when there is a change in movement based on a perceived sensory error (Bastian, 2008).
adaptation	<process name> occurs when *	adaptation occurs when *	Adaptation occurs when an organism is presented with a variety of situ.
adaptation	<process name> occurs when *	adaptation occurs when *	find that maladaptation occurs when planning does not sufficiently account for temporal and spatial factors, when policies contradict one another and create...
adaptation	<process name> occurs when *	adaptation occurs when *	operational adaptation occurs when tasks and workflows do not complete their realization in accordance with.
adaptation	<process name> occurs when *	adaptation occurs when *	Binaural measurements show that the adaptation process is probably peripheral since no adaptation occurs when the tested ear is contralateral to the adapted...
adaptation	<process name> occurs when *	adaptation occurs when *	Jul 1, 2007 ... For example, visuomotor adaptation occurs when visual information is shifted or rotated (e.g., prism glasses, cursor rotation), causing...
adaptation	<process name> occurs when *	adaptation occurs when *	adaptation occurs when actions and perception do not match.
adaptation	<process name> occurs when *	adaptation occurs when *	The optimal adaptation occurs when NPV is a maximum, leading to an optimal risk reduction.
adaptation	<process name> occurs when *	adaptation occurs when *	In the paraplegic case, adaptation occurs when patients' attention is withdrawn from their conditions: spinal-cord injury patients are likely to think about their new.
adaptation	<process name> occurs when *	adaptation occurs when *	talk detection: if adaptation occurs when near-end voice is present, even for a short period of time, the near-end voice distortion in- creases considerably.
adaptation	<process name> occurs when *	adaptation occurs when *	Regulation of the inactivator enzyme by the substrates appears to be less likely, because no adaptation occurs when P3 is produced by means other than...
adaptation	<process name> occurs when *	adaptation occurs when *	Adaptation occurs when they modify what they are doing on the basis of their talk.
adaptation	<process name> occurs when *	adaptation occurs when *	Compositional adaptation occurs when knowledge is used to combine portions of.
adaptation	<process name> occurs when *	adaptation occurs when *	out adaptation occurs when it is recognized and yet ignored, treated as an inexplicable nuisance rather than as a spur to development.
adaptation	<process name> occurs when *	adaptation occurs when *	Process Stage 4Evaluating Adaptation: Avoiding MaladaptationDening MaladaptationMaladaptation occurs when adaptation measures do...
adaptation	<process name> occurs when *	adaptation occurs when *	Technology Adaptation occurs when people learn how to use the technological tools available to achieve their communication goals.
adaptation	<process name> occurs when *	adaptation occurs when *	Adaptation occurs when charge is transferred through the adaptive element onto or off the storage capacitor.
adaptation	<process name> occurs when *	adaptation occurs when *	Schlossberg (1981), adaptation occurs when an individual is able to integrate transition into her life.
adaptation	<process name> occurs when *	adaptation occurs when *	Jul 20, 2012 ... Modulation Consists of using a phrase that is different in the source and target langu Adaptation Adaptation occurs when It is a shift in...
adaptation	<process name> occurs when *	adaptation occurs when *	Adaptation occurs when they modify what they are doing at the lower level based on their talk.
adaptation	<process name> occurs when *	adaptation occurs when *	reducing adaptation occurs when there is under- standing within a given framework, a given set of organizational norms; and deviation-amplifying adaptation...
adaptation	<process name> occurs when *	adaptation occurs when *	Jul 19, 2008 ... 1015% deviation away from adaptation occurs when condition (2) is violated.
adaptation	<process name> occurs when *	adaptation occurs when *	Compositional adaptation occurs when knowledge is.
adaptation	<process name> occurs when *	adaptation occurs when *	Oct 21, 2010 ... Corrective adaptation occurs when a malfunction is detected to a sub- component of an application, which is replaced by a new version with...
adaptation	<process name> is the *	adaptation is the *	One particularly important domain for self-adaptation is the area of ubiquitous computing.
adaptation	<process name> is the *	adaptation is the *	Day 2: Adaptation is the key to survival, especially in Oxford!
adaptation	<process name> is the *	adaptation is the *	Therefore, the key problem in instance adaptation is the estimation of the instance weight w(x) = ~pt(x) ps(x) w(x) = ~pt(x) ps(x).
adaptation	<process name> is the *	adaptation is the *	Jun 26, 2014 ... beled, and the main resource for adaptation is the source-language test data.
adaptation	<process name> is the *	adaptation is the *	Adaptation is the second critical feature of adaptive co-management that offers enrichment to conventional risk management.
adaptation	<process name> is the *	adaptation is the *	Adaptation is the most obvious strategic response to differences, and variation the most obvious lever for achieving it: as the adage has it, when in Rome, do as...
adaptation	<process name> is the *	adaptation is the *	model for adaptation is the trigram model described above.
adaptation	<process name> is the *	adaptation is the *	Adaptation is the adjustments that society or ecosystems make to limit negative effects of climate change.
adaptation	<process name> is the *	adaptation is the *	A second difference between mitigation and adaptation is the difference in and between administrative scales (Adger, 2001; Adger,.
adaptation	<process name> is the *	adaptation is the *	classic firing rate adaptation is the weak negative correlation be- tween firing rate decrement and dynamic range shift across the.
adaptation	<process name> is the *	adaptation is the *	Oct 6, 2014 ... many people say data-driven adaptation is the future.
adaptation	<process name> is the *	adaptation is the *	Mar 22, 2015 ... For Sphinx4, the adaptation is the same as for PocketSphinx, except that sphinx4 can not read binary compressed mdef and sendump files, you...
adaptation	<process name> is the *	adaptation is the *	measures is rather low and adaptation is the major concern.
adaptation	<process name> is the *	adaptation is the *	addressing adaptation is the divergent understanding over the scope of activities implied and, by extension, the role of the UNFCCC in relation to such activities.
adaptation	<process name> is the *	adaptation is the *	Mar 2, 2014 ... General environment protection is where adaptation is the most mainstreamed, with 39% of bilateral aid to the sector focusing on adaptation.
adaptation	<process name> is the *	adaptation is the *	If you're not already convinced that adaptation is the true birth-right of all human beings, I've got one word for you: wingsuits.
adaptation	<process name> is the *	adaptation is the *	Kandlikar M, Risbey J (2000) Agricultural impacts of climate change: if adaptation is the answer, what is the question?
adaptation	<process name> is the *	adaptation is the *	Agricultural Impacts of Climate Change: If Adaptation is the Answer, What is the Question?
adaptation	<process name> is the *	adaptation is the *	Light Adaptation is the special case when the visual system becomes adapted to luminances of more than about 3.4 cd/m2.
adaptation	<process name> is the *	adaptation is the *	In ocular physiology, adaptation is the ability of the eye to adjust to various levels of ... A minor mechanism of adaptation is the pupillary light reflex, adjusting the...
adaptation	<process name> is the *	adaptation is the *	Whereas mitigation is the prevention of climate change-related impacts, adaptation is the strategic planning, projects and programs that help plants, animals and...
adaptation	<process name> is the *	adaptation is the *	impacts of climate change: If adaptation is the answer, what is the question?
adaptation	<process name> is the *	adaptation is the *	Literary adaptation is the adapting of a literary source (e.g.
adaptation	<process name> is the *	adaptation is the *	Adaptation is the evolutionary process whereby an organism becomes better able to live in its habitat or habitats.
adaptation	<process name> is the *	adaptation is the *	regard to climate change adaptation is the Community-.
adaptation	<process name> is the *	adaptation is the *	One such adaptation is the nasal counterflow system, which reduces respiratory evaporation (Walsberg, 2000).
adaptation	<process name> causes *	adaptation causes *	subtractive adaptation causes the input to occur at different levels on the nonlinear curve.
adaptation	<process name> causes *	adaptation causes *	The data so obtained show that chromatic adaptation causes a shift in the location of minimal spectral saturation toward the spectral locus of the adapting light.
adaptation	<process name> causes *	adaptation causes *	Repeated Vergence Adaptation Causes the Decline of.
adaptation	<process name> is the process of *	adaptation is the process of *	Adaptation is the process of preparing for and adapting to the impact of these changes on our economy, environment, infrastructure and way of life, in order to...
adaptation	<process name> is the process of *	adaptation is the process of *	Adaptation is the process of planning for changes that are expected to occur.
adaptation	<process name> is the process of *	adaptation is the process of *	Keto-adaptation is the process of shifting your metabolism from relying mostly on glucose for fuel, to relying mostly on...
adaptation	<process name> is the process of *	adaptation is the process of *	Adaptation is the process of modifying what has been found in the database and adapting it to fit the user's story more closely.
adaptation	<process name> is the process of *	adaptation is the process of *	"Students new to the field are sometimes hesitant to adapt their many practices ... Guffey explains that ""adaptation is the process of creating a message that suits..."
adaptation	<process name> is the process of *	adaptation is the process of *	In general, adaptation is the process of responding to change.
adaptation	<process name> is the process of *	adaptation is the process of *	Adaptation is the process of natural acclimatization where genetical variations and acclimatization play a role in allowing subjects to live without any difficulties...
adaptation	<process name> is the process of *	adaptation is the process of *	Adaptation is the process of taking actions to ameliorate the adverse impacts of future...
adaptation	<process name> is the process of *	adaptation is the process of *	Cultural adaptation is the process of ensuring your message, whether translated into another language or not, is presented using cultural references and role...
adaptation	<process name> is the process of *	adaptation is the process of *	Adaptation is the process of altering a program to reduce mismatches between its characteristics and those of the new context in which it is to be implemented or...
adaptation	<process name> is the process of * from * to *	adaptation is the process of * from * to *	Adaptation is the process of improving time,.
adaptation	<process name> is the process of * from * to *	adaptation is the process of * from * to *	Adaptation is the process of profiling and extending the SDSFIE to meet the...
adaptation	<process name> is the process of * from * to *	adaptation is the process of * from * to *	Adaptation is the process of improving time scales, from short term (e.g., seasonal to annual) to long...
adaptation	<process name> is the process of * from * to *	adaptation is the process of * from * to *	Simply, adaptation is the process of translating a story from one medium to another.
adaptation	<process name> is the process of * from * to *	adaptation is the process of * from * to *	Software adaptation is the process of moving a reusable software component from one application environment to another.
adaptation	<process name> is the process of * from * to *	adaptation is the process of * from * to *	Dark adaptation is the process of changing from cone dominated vision to rod dominated vision.
adaptation	<process name> is the process of * from * to *	adaptation is the process of * from * to *	These issues include ..... Cross-media adaptation is the process of transforming the content from one...
adaptation	<process name> is the process of * from * to *	adaptation is the process of * from * to *	A provisioning process is introduced to allow users to set their device profiles ... Media adaptation is the process of converting media from one form to another to...
adaptation	the purpose of <process name> is to *	the purpose of adaptation is to *	The purpose of adaptation is to better fit the needs of a new population, location, language, or mode, or any combination of these ([6] [7] [10];...
adaptation	the purpose of <process name> is to *	the purpose of adaptation is to *	The purpose of adaptation is to enable an HTA agency in one setting to make use of an HTA report produced elsewhere, thus saving time and money.
adaptation	the purpose of <process name> is to *	the purpose of adaptation is to *	If the purpose of adaptation is to fit sensory systems to different environments, it may implement an optimization of the system.
adaptation	the purpose of <process name> is to *	the purpose of adaptation is to *	The purpose of adaptation is to keep the retinal response to...
adaptation	the purpose of <process name> is to *	the purpose of adaptation is to *	If the purpose of adaptation is to fit sensory systems to different environments, it may be understood as an optimization process.
adaptation	the purpose of <process name> is to *	the purpose of adaptation is to *	The purpose of adaptation is to enable an HTA agency in one country (or region or setting) to make use of an HTA report produced elsewhere, thus saving time...
adaptation	the purpose of <process name> is to *	the purpose of adaptation is to *	The purpose of adaptation is to maintain a high level of response sensitivity under different illuminations (or contrast) and stimulus conditions (contexts).
adaptation	<process name> occurs due to * of *	adaptation occurs due to * of *	devoid of added histidine, adaptation occurs due to the appearance and growth ... a larger inoculum) must be introduced for adaptation to occur under these con...
adaptation	<process name> occurs due to * of *	adaptation occurs due to * of *	The proposed error signal for saccade adaptation has been based on ..... adaptation occurs due to some averaging of the target and distractor...
adaptation	<process name> occurs due to * of *	adaptation occurs due to * of *	The stabilization of photosynthesis during cold adaptation occurs due to structural and functional reorganization of the PSA.
adaptation	<process name> occurs due to * of *	adaptation occurs due to * of *	The adaptation occurs due to a variety of stresses which stimulate sub-system learning and total-system learning...
adaptation	<process name> helps to *	adaptation helps to *	The guide to spatial adaptation helps to plan your area in a climate proof and water resilient way.
adaptation	<process name> helps to *	adaptation helps to *	Research suggests that the cognitive theory of adaptation helps to explain how individuals adapt to stressful, unexpected, and threatening situations.
adaptation	<process name> helps to *	adaptation helps to *	The findings suggest that prism adaptation helps to rebalance the...
adaptation	<process name> helps to *	adaptation helps to *	Ecosystem-based adaptation helps to build the resilience of natural habitat and communities to climate change impacts and thereby reduce their vulnerability...
adaptation	<process name> helps to *	adaptation helps to *	Speaker adaptation helps to reduce the mismatch between acoustic models and testing speakers.
adaptation	<process name> helps to *	adaptation helps to *	Hedonic adaptation helps to explain why happiness is often so hard to come by.
adaptation	<process name> helps to *	adaptation helps to *	Aug 30, 2012 ... How Ecosystem-based Adaptation helps to reduce the effects of climate variability and climate change in different ecosystems and communities...
adaptation	<process name> helps to *	adaptation helps to *	The Prophet, as this odd adaptation helps to demonstrate, may be both very...
adaptation	<process name> helps to *	adaptation helps to *	A broad interpretation of adaptation helps to identify how private engagement in adaptation can be maximized at minimal cost.
adaptation	<process name> is caused by *	adaptation is caused by *	Professor Sonja Lyubomirksy in her new book, The Myths Of Happiness, suggests adaptation is caused by the toll of creeping normalcy and the constant...
adaptation	<process name> is caused by *	adaptation is caused by *	VOR adaptation is caused by the induction of LTD in syn- apses of H-zone Purkinje cells by the conjunction of rotation- induced bilateral mossy-fiber inputs and...
adaptation	<process name> is caused by *	adaptation is caused by *	According to this model, adaptation is caused by chemical reactions and is controlled by strain [8].
adaptation	<process name> is caused by *	adaptation is caused by *	the adaptation is caused by low temperatures.
adaptation	<process name> is caused by *	adaptation is caused by *	Following the old idea that bone adaptation is caused by maximal functional loading, we provide an answer to the problem of the origin of mechanical constraint...
adaptation	<process name> is caused by *	adaptation is caused by *	The partial or total adaptation is caused by contacts and interactions between different cultures through migration and trade relations.
adaptation	<process name> is caused by *	adaptation is caused by *	According to Shevell and Miller, only a small difference in chromatic adaptation is caused by introducing a 3-D representation of the stimuli.
adaptation	<process name> is caused by *	adaptation is caused by *	response adaptation is caused by the activity fatigue of the neuron because the prolonged stimulation may evoke sustained firing and the fatigued neurons...
adaptation	<process name> is caused by *	adaptation is caused by *	One particular condition is when we are confident in the input since it is in scope while abnormal adaptation is caused by some other factors and instant dis-.
adaptation	<process name> is caused by *	adaptation is caused by *	chromatic adaptation is caused by introducing a 3-D repre- sentation of the stimuli.
adaptation	<process name> is caused by *	adaptation is caused by *	Under the simplest assumption that adaptation is caused by depletion of releasable neurotransmitter, the rate of recovery from adaptation,...
adaptation	<process name> is caused by *	adaptation is caused by *	The recovery rate suggests that cortical adaptation is caused by synaptic depression and slow afterhyperpolarization.
adaptation	<process name> is caused by *	adaptation is caused by *	Adaptation is caused by viewing a high contrast bar pattern and evidence of reduced sensitivity is provided by viewing a second bar pattern containing larger...
adaptation	<process name> is caused by *	adaptation is caused by *	Altogether, these results fit together nicely to show that the slow form of light adaptation is caused by desensitization of phototransduction in rods.
adaptation	<process name> is caused by *	adaptation is caused by *	Bleaching adaptation is caused by exposure to an adapting light bright enough to bleach a substantial number of visual pigment molecules,...
adaptation	<process name> is caused by *	adaptation is caused by *	adaptation is caused by bentazone and is also found by the application of other photosystem II herbicides.
adaptation	<process name> is caused by *	adaptation is caused by *	Such an adaptation is caused by thestructures.
adaptation	<process name> is caused by *	adaptation is caused by *	This supports the idea that incomplete adaptation is caused by part of what has been learnt quickly being forgotten.
adaptation	<process name> is caused by *	adaptation is caused by *	In conclusion, mouse adaptation is caused by selection of host-dependent as well as host-independent mutations that result in heightened exploitation of the...
adaptation	<process name> is caused by *	adaptation is caused by *	cate that rapid adaptation is caused by both an electrogenic sodium pump and sodium channel inactivation.
adaptation	<process name> is caused by *	adaptation is caused by *	If local adaptation is caused by genetic accommodation of a physiological life-history shift originally only expressed by plasticity, this will leave...
adaptation	<process name> is caused by *	adaptation is caused by *	Genetic adaptation is caused by natural and artificial selection in the captive environment and this has been demonstrated in fish, insects and amphibians...
adaptation	<process name> is caused by *	adaptation is caused by *	The so-called direct adaptation is caused by light which strikes those parts of the retina that are tested.
adaptation	<process name> is caused by *	adaptation is caused by *	Apr 13, 1976 ... arily support the view that adaptation is caused by inhibition between channels.
adaptation	<process name> is caused by *	adaptation is caused by *	They found small changes in retinal localization, which suggests that most of saccade adaptation is caused by recalibration of sensory-motor-transform signals.
adaptation	<process name> is caused by *	adaptation is caused by *	Such an adaptation is caused by the loose fitting appliance.loose fitting appliance.
adaptation	<process name> is caused by *	adaptation is caused by *	The necessity of studying the ethnic identity and social adaptation is caused by search of ways to study and understand unconscious and...
adaptation	<process name> depends on factors such as *	adaptation depends on factors such as *	Oct 28, 2013 ... rate of evolutionary adaptation depends on factors such as the strength of selection, generation turnover time, and degree of outcrossing (as...
